name,mass,radius,orbital_period,discovered,detection_type,star_name,ra,dec,star_distance,star_mass,star_radius
Kepler-481 b,,0.223,10.06082567,2016,Primary Transit,Kepler-481,291.907032,49.262054,713.0,1.01,1.09
Kepler-482 b,,0.211,56.35418576,2016,Primary Transit,Kepler-482,296.822898,48.107555,290.0,0.75,0.72
Kepler-483 b,,0.286,30.229104,2016,Primary Transit,Kepler-483,291.646758,41.884663,953.0,1.28,1.47
Kepler-484 b,,0.203,10.04556931,2016,Primary Transit,Kepler-484,284.394304,46.249081,377.0,0.96,0.87
Kepler-485 b,,1.286,3.2432598,2016,Primary Transit,Kepler-485,294.996313,50.470066,1173.0,1.07,1.09
Kepler-486 b,,0.981,30.36044667,2016,Primary Transit,Kepler-486,284.879964,49.266994,428.0,0.79,0.75
Kepler-487 b,,1.019,15.3587684,2016,Primary Transit,Kepler-487,295.287222,41.22197,835.0,0.91,0.88
Kepler-487 c,,0.239,38.6519976,2016,Primary Transit,Kepler-487,295.287222,41.22197,835.0,0.91,0.88
Kepler-488 b,,1.409,3.12082923,2016,Primary Transit,Kepler-488,282.966173,48.34507,1157.0,1.07,1.09
Kepler-489 b,,0.689,17.27629612,2016,Primary Transit,Kepler-489,290.833158,38.184334,379.0,0.82,0.76
Kepler-49 b,,0.24,7.2037945,2012,Primary Transit,Kepler-49,292.2958,40.5917,,0.55,0.53
Kepler-49 c,,0.23,10.9129343,2012,Primary Transit,Kepler-49,292.2958,40.5917,,0.55,0.53
Kepler-49 d,,0.143,2.576549,2014,Primary Transit,Kepler-49,292.2958,40.5917,,0.55,0.53
Kepler-49 e,,0.139,18.596108,2014,Primary Transit,Kepler-49,292.2958,40.5917,,0.55,0.53
Kepler-490 b,,1.039,3.26869515,2016,Primary Transit,Kepler-490,295.025677,46.956005,1249.0,1.08,1.12
Kepler-491 b,,0.796,4.22538451,2016,Primary Transit,Kepler-491,287.130575,42.350155,657.0,1.04,1.03
Kepler-492 b,,0.856,11.72012266,2016,Primary Transit,Kepler-492,295.496656,42.537888,642.0,0.94,0.91
Kepler-493 b,,1.35,3.00387658,2016,Primary Transit,Kepler-493,295.30754,38.881639,1942.0,1.36,1.54
Kepler-494 b,,0.637,8.02511821,2016,Primary Transit,Kepler-494,297.214089,41.664039,862.0,1.1,1.26
Kepler-495 b,,0.467,3.41303622,2016,Primary Transit,Kepler-495,285.930707,39.098134,630.0,0.86,0.83
Kepler-496 b,,0.207,8.30864937,2016,Primary Transit,Kepler-496,291.640896,41.241049,655.0,0.86,0.82
Kepler-497 b,,0.539,3.57320367,2016,Primary Transit,Kepler-497,290.765882,38.927952,1070.0,1.09,1.11
Kepler-498 b,,0.27,9.61375356,2016,Primary Transit,Kepler-498,290.358128,44.518753,746.0,0.98,0.96
Kepler-499 b,,0.194,5.63252845,2016,Primary Transit,Kepler-499,295.109945,43.915207,523.0,0.87,0.83
Kepler-5 b,2.114,1.431,3.54846,2010,Primary Transit,Kepler-5,299.4083333,44.035,,1.374,1.793
Kepler-50 b,0.1,0.2,7.8125124,2012,Primary Transit,Kepler-50,288.1,50.0336,,1.24,1.58
Kepler-50 c,0.11,0.25,9.3761368,2012,Primary Transit,Kepler-50,288.1,50.0336,,1.24,1.58
Kepler-500 b,,0.23,8.5083244,2016,Primary Transit,Kepler-500,295.951366,43.852051,747.0,1.02,1.03
Kepler-501 b,,0.384,5.64067757,2016,Primary Transit,Kepler-501,297.201554,41.730206,1044.0,1.03,1.04
Kepler-502 b,,0.426,4.28686431,2016,Primary Transit,Kepler-502,291.08013,43.860203,1433.0,1.15,1.22
Kepler-503 b,,0.559,7.25844721,2016,Primary Transit,Kepler-503,290.636484,38.707669,888.0,1.01,1.01
Kepler-504 b,,0.142,9.54927542,2016,Primary Transit,Kepler-504,284.921843,45.972398,75.0,0.33,0.33
Kepler-505 b,,0.232,27.52197994,2016,Primary Transit,Kepler-505,287.858119,42.542629,222.0,0.55,0.53
Kepler-506 b,,0.244,6.8834055,2016,Primary Transit,Kepler-506,284.635187,40.719832,231.0,1.19,1.19
Kepler-507 b,,0.116,3.56809693,2016,Primary Transit,Kepler-507,297.018834,50.408981,410.0,1.16,1.32
Kepler-508 b,,0.146,25.30889748,2016,Primary Transit,Kepler-508,295.40435,42.981423,325.0,1.16,1.25
Kepler-509 b,,0.222,41.74600392,2016,Primary Transit,Kepler-509,289.664398,48.706207,339.0,1.1,1.2
Kepler-51 b,0.0066073057924,0.633420703757,45.1555023,2012,Primary Transit,Kepler-51,296.4792,49.9378,,1.0,0.91
Kepler-51 c,0.0125853443665,0.80292765265,85.3128662,2012,Primary Transit,Kepler-51,296.4792,49.9378,,1.0,0.91
Kepler-510 b,,0.22,19.55659418,2016,Primary Transit,Kepler-510,287.655008,39.24428,378.0,0.91,1.41
Kepler-511 b,,0.567,296.637865,2016,Primary Transit,Kepler-511,282.945693,47.574875,448.0,1.0,1.2
Kepler-512 b,,0.24,34.43587975,2016,Primary Transit,Kepler-512,298.26896,48.91674,531.0,1.17,1.3
Kepler-513 b,,0.196,28.86235584,2016,Primary Transit,Kepler-513,285.041686,50.075375,467.0,1.02,1.06
Kepler-514 b,,0.153,5.65179605,2016,Primary Transit,Kepler-514,286.247188,50.242409,489.0,1.28,1.44
Kepler-515 b,,0.13,19.96371318,2016,Primary Transit,Kepler-515,290.493913,52.055611,255.0,0.9,0.83
Kepler-516 b,,0.512,24.85462415,2016,Primary Transit,Kepler-516,295.608779,38.735736,777.0,1.62,2.02
Kepler-517 b,,0.238,60.92832271,2016,Primary Transit,Kepler-517,293.675335,41.295348,284.0,0.95,0.98
Kepler-518 b,,0.188,8.51203588,2016,Primary Transit,Kepler-518,287.089972,41.373873,324.0,0.96,0.88
Kepler-519 b,,0.187,24.3078946,2016,Primary Transit,Kepler-519,299.319538,41.384647,234.0,0.89,0.8
Kepler-52 b,8.7,0.19,7.8773565,2012,Primary Transit,Kepler-52,286.7375,49.9758,,0.54,0.52
Kepler-52 c,10.41,0.16,16.3850021,2012,Primary Transit,Kepler-52,286.7375,49.9758,,0.54,0.52
Kepler-52 d,,0.174,36.445171,2014,Primary Transit,Kepler-52,286.7375,49.9758,,0.54,0.52
Kepler-520 b,,0.148,19.67416124,2016,Primary Transit,Kepler-520,293.180322,41.617763,492.0,1.1,1.09
Kepler-520 c,,0.095,5.21104261,2016,Primary Transit,Kepler-520,293.180322,41.617763,492.0,1.1,1.09
Kepler-521 b,,0.284,22.20813214,2016,Primary Transit,Kepler-521,298.816376,43.998039,737.0,1.34,1.46
Kepler-522 b,,0.616,38.58422849,2016,Primary Transit,Kepler-522,288.153996,44.068821,749.0,1.54,1.98
Kepler-523 b,,0.175,5.83598311,2016,Primary Transit,Kepler-523,284.06113,45.506855,270.0,0.93,0.86
Kepler-524 b,,0.17,7.97419807,2016,Primary Transit,Kepler-524,296.859217,49.162048,730.0,1.09,1.1
Kepler-524 c,,0.086,1.88897906,2016,Primary Transit,Kepler-524,296.859217,49.162048,730.0,1.09,1.1
Kepler-525 b,,0.235,18.68404933,2016,Primary Transit,Kepler-525,296.183433,47.358761,566.0,0.95,1.15
Kepler-526 b,,0.178,5.45849832,2016,Primary Transit,Kepler-526,297.650933,47.396294,504.0,1.15,1.14
Kepler-527 b,,0.253,13.28535633,2016,Primary Transit,Kepler-527,290.957911,47.406284,901.0,1.28,1.45
Kepler-528 b,,0.186,19.78297415,2016,Primary Transit,Kepler-528,295.684814,47.748081,711.0,1.01,1.06
Kepler-529 b,,0.166,1.98035766,2016,Primary Transit,Kepler-529,285.888369,47.880386,787.0,1.07,1.14
Kepler-529 c,,0.178,12.8345022,2016,Primary Transit,Kepler-529,285.888369,47.880386,787.0,1.07,1.14
Kepler-53 b,18.41,0.26,18.6489525,2012,Primary Transit,Kepler-53,290.4625,40.5625,,0.98,0.89
Kepler-53 c,15.75,0.28,38.5583038,2012,Primary Transit,Kepler-53,290.4625,40.5625,,0.98,0.89
Kepler-53 d,,0.189,9.751962,2014,Primary Transit,Kepler-53,290.4625,40.5625,,0.98,0.89
Kepler-530 b,,0.269,39.30941904,2016,Primary Transit,Kepler-530,283.340288,48.549046,464.0,0.97,0.89
Kepler-531 b,,0.248,29.88485741,2016,Primary Transit,Kepler-531,286.524812,48.683601,254.0,0.78,0.75
Kepler-532 b,,0.229,12.92491623,2016,Primary Transit,Kepler-532,298.660915,48.606373,325.0,0.87,0.79
Kepler-533 b,,0.302,28.51120525,2016,Primary Transit,Kepler-533,293.685736,48.825146,305.0,0.78,0.72
Kepler-534 b,,0.2,15.95994513,2016,Primary Transit,Kepler-534,296.418559,49.540104,473.0,1.05,0.98
Kepler-535 b,,0.211,4.90332155,2016,Primary Transit,Kepler-535,296.566641,49.696251,678.0,1.18,1.27
Kepler-536 b,,0.277,1.8270823,2016,Primary Transit,Kepler-536,297.73638,49.637154,446.0,0.92,0.89
Kepler-537 b,,0.126,3.24755522,2016,Primary Transit,Kepler-537,289.880634,51.277081,465.0,1.07,0.99
Kepler-538 b,,0.202,81.73780699,2016,Primary Transit,Kepler-538,297.486901,49.623455,165.0,0.96,0.9
Kepler-539 b,0.97,0.747,125.63243,2015,Primary Transit,Kepler-539,299.120833343,41.866666684,,1.048,0.952
Kepler-539 c,2.4,,1000.0,2015,TTV,Kepler-539,299.120833343,41.866666684,,1.048,0.952
Kepler-54 b,,0.19,8.0109434,2012,Primary Transit,Kepler-54,294.775,43.0564,,0.51,0.5
Kepler-54 c,,0.11,12.0717249,2012,Primary Transit,Kepler-54,294.775,43.0564,,0.51,0.5
Kepler-54 d,,0.136,20.995694,2014,Primary Transit,Kepler-54,294.775,43.0564,,0.51,0.5
Kepler-540 b,,0.242,172.7049784,2016,Primary Transit,Kepler-540,290.625252,44.873962,350.0,1.02,1.08
Kepler-541 b,,0.3,5.08005848,2016,Primary Transit,Kepler-541,294.149669,38.458259,1020.0,1.41,2.06
Kepler-542 b,,0.14,13.14497566,2016,Primary Transit,Kepler-542,292.215089,38.548588,439.0,0.93,0.9
Kepler-543 b,,0.223,13.89961966,2016,Primary Transit,Kepler-543,287.218727,38.862513,212.0,0.7,0.67
Kepler-544 b,,0.189,21.41616926,2016,Primary Transit,Kepler-544,294.029098,39.051846,797.0,1.16,1.22
Kepler-545 b,,0.24,13.24934059,2016,Primary Transit,Kepler-545,290.566303,40.692045,831.0,1.04,1.07
Kepler-546 b,,0.624,4.14702026,2016,Primary Transit,Kepler-546,283.257599,40.990498,896.0,1.11,1.15
Kepler-547 b,,0.357,6.01038429,2016,Primary Transit,Kepler-547,286.118673,44.34528,361.0,0.78,0.73
Kepler-548 b,,1.07,4.45419434,2016,Primary Transit,Kepler-548,299.90591,45.439678,776.0,0.93,0.9
Kepler-549 b,,0.229,42.9495649,2016,Primary Transit,Kepler-549,283.022789,47.261135,648.0,0.88,0.84
Kepler-549 c,,0.261,117.040498,2016,Primary Transit,Kepler-549,283.022789,47.261135,648.0,0.88,0.84
Kepler-55 b,,0.22,27.94811449,2012,Primary Transit,Kepler-55,285.1667,44.0264,,0.62,0.58
Kepler-55 c,,0.2,42.1516418,2012,Primary Transit,Kepler-55,285.1667,44.0264,,0.62,0.58
Kepler-55 d,,0.142,2.211099,2014,Primary Transit,Kepler-55,285.1667,44.0264,,0.62,0.58
Kepler-55 e,,0.138,4.617534,2014,Primary Transit,Kepler-55,285.1667,44.0264,,0.62,0.58
Kepler-55 f,,0.142,10.198545,2014,Primary Transit,Kepler-55,285.1667,44.0264,,0.62,0.58
Kepler-550 b,,0.394,8.60010411,2016,Primary Transit,Kepler-550,297.70024,47.86375,563.0,0.87,0.83
Kepler-551 b,,0.244,12.3764661,2016,Primary Transit,Kepler-551,285.485043,48.054325,312.0,0.65,0.63
Kepler-552 b,,0.352,5.26341577,2016,Primary Transit,Kepler-552,290.747687,48.242012,834.0,1.03,1.04
Kepler-553 b,,0.413,4.03046804,2016,Primary Transit,Kepler-553,298.550829,48.332455,725.0,0.92,0.85
Kepler-553 c,,0.999,328.2399546,2016,Primary Transit,Kepler-553,298.550829,48.332455,725.0,0.92,0.85
Kepler-554 b,,0.383,1.90220856,2016,Primary Transit,Kepler-554,296.406853,51.358154,642.0,0.93,0.92
Kepler-555 b,,0.252,16.21775407,2016,Primary Transit,Kepler-555,285.516852,38.932408,772.0,1.03,1.04
Kepler-556 b,,0.2,11.72292176,2016,Primary Transit,Kepler-556,290.529444,38.942671,729.0,1.0,0.98
Kepler-557 b,,0.238,3.70598955,2016,Primary Transit,Kepler-557,293.708458,41.615135,1126.0,1.11,1.16
Kepler-558 b,,0.211,29.00790538,2016,Primary Transit,Kepler-558,284.657888,42.652676,652.0,0.85,0.81
Kepler-559 b,,0.322,17.58752333,2016,Primary Transit,Kepler-559,296.636834,43.802792,793.0,0.96,0.95
Kepler-56 b,0.07,0.58,10.5016,2012,Primary Transit,Kepler-56,293.7583,41.8719,,1.32,4.23
Kepler-56 c,0.569,0.88,21.40239,2012,Primary Transit,Kepler-56,293.7583,41.8719,,1.32,4.23
Kepler-56 d,5.61,,1002.0,2013,Radial Velocity,Kepler-56,293.7583,41.8719,,1.32,4.23
Kepler-560 b,,0.153,18.47764449,2016,Primary Transit,Kepler-560,300.206095,45.018147,88.0,0.34,0.33
Kepler-561 b,,0.621,58.3620495,2016,Primary Transit,Kepler-561,293.747096,45.10722,667.0,0.96,0.94
Kepler-561 c,,0.239,5.35016198,2016,Primary Transit,Kepler-561,293.747096,45.10722,667.0,0.96,0.94
Kepler-562 b,,0.465,18.00931444,2016,Primary Transit,Kepler-562,290.119627,46.273811,822.0,0.93,0.9
Kepler-563 b,,0.276,22.18432708,2016,Primary Transit,Kepler-563,292.446272,46.289776,557.0,0.8,0.77
Kepler-564 b,,0.413,3.75083228,2016,Primary Transit,Kepler-564,296.838379,46.626404,830.0,0.95,0.92
Kepler-565 b,,0.325,4.24374723,2016,Primary Transit,Kepler-565,283.617946,47.196686,1041.0,0.98,0.95
Kepler-566 b,,0.192,18.42794624,2016,Primary Transit,Kepler-566,291.554496,47.81448,628.0,0.83,0.79
Kepler-567 b,,0.201,16.54297375,2016,Primary Transit,Kepler-567,297.672615,48.302315,568.0,0.84,0.79
Kepler-568 b,,0.202,11.02347475,2016,Primary Transit,Kepler-568,298.105708,48.40115,126.0,0.55,0.53
Kepler-569 b,,0.282,34.18890521,2016,Primary Transit,Kepler-569,283.507278,48.552605,645.0,0.95,0.93
Kepler-57 b,18.86,0.2,5.7293196,2012,Primary Transit,Kepler-57,293.6417,44.6569,,0.83,0.73
Kepler-57 c,6.95,0.14,11.6092567,2012,Primary Transit,Kepler-57,293.6417,44.6569,,0.83,0.73
Kepler-570 b,,0.219,4.301662,2016,Primary Transit,Kepler-570,290.437586,48.791885,642.0,0.93,0.9
Kepler-571 b,,0.236,4.79859939,2016,Primary Transit,Kepler-571,286.55102,49.418743,756.0,0.93,0.9
Kepler-572 b,,0.23,17.20523483,2016,Primary Transit,Kepler-572,291.221081,50.581303,532.0,0.83,0.79
Kepler-573 b,,0.249,22.18329658,2016,Primary Transit,Kepler-573,289.521162,51.237316,758.0,0.99,1.02
Kepler-574 b,,0.213,7.65880414,2016,Primary Transit,Kepler-574,290.247043,52.149136,747.0,0.95,0.91
Kepler-575 b,,0.213,9.37891944,2016,Primary Transit,Kepler-575,286.963889,37.8297,852.0,0.97,0.95
Kepler-576 b,,0.292,29.91136794,2016,Primary Transit,Kepler-576,295.18292,38.654231,698.0,0.99,0.97
Kepler-577 b,,0.227,25.69578251,2016,Primary Transit,Kepler-577,294.711927,39.073762,549.0,0.78,0.73
Kepler-578 b,,0.178,1.6168837,2016,Primary Transit,Kepler-578,288.75495,39.563656,568.0,0.87,0.83
Kepler-579 b,,0.178,9.66857723,2016,Primary Transit,Kepler-579,295.002039,39.952923,663.0,0.99,0.96
Kepler-58 b,1.39,0.25,10.2184954,2012,Primary Transit,Kepler-58,296.3583,39.1153,,0.95,1.03
Kepler-58 c,2.19,0.26,15.5741568,2012,Primary Transit,Kepler-58,296.3583,39.1153,,0.95,1.03
Kepler-58 d,,0.262,40.101371,2014,Primary Transit,Kepler-58,296.3583,39.1153,,0.95,1.03
Kepler-580 b,,0.229,8.22241966,2016,Primary Transit,Kepler-580,283.499815,40.552805,333.0,0.67,0.64
Kepler-581 b,,0.235,40.6069821,2016,Primary Transit,Kepler-581,295.432782,40.648247,833.0,1.0,1.0
Kepler-582 b,,0.328,18.49235668,2016,Primary Transit,Kepler-582,297.503687,41.057021,751.0,0.93,0.91
Kepler-583 b,,0.203,6.5100253,2016,Primary Transit,Kepler-583,282.11133,42.354504,805.0,0.94,0.91
Kepler-584 b,,0.376,35.1810304,2016,Primary Transit,Kepler-584,288.230593,42.413624,1445.0,1.17,1.24
Kepler-585 b,,0.252,2.75235975,2016,Primary Transit,Kepler-585,286.528499,43.873405,604.0,0.96,0.93
Kepler-586 b,,0.249,2.10472218,2016,Primary Transit,Kepler-586,293.05722,45.551193,707.0,0.94,0.92
Kepler-587 b,,0.199,10.94027841,2016,Primary Transit,Kepler-587,288.67069,47.399143,852.0,0.92,0.89
Kepler-588 b,,0.235,4.22162536,2016,Primary Transit,Kepler-588,284.25721,47.688953,972.0,1.01,1.0
Kepler-589 b,,0.203,16.54964934,2016,Primary Transit,Kepler-589,280.641367,47.751954,643.0,0.88,0.83
Kepler-59 b,2.05,0.098,11.8681707,2012,Primary Transit,Kepler-59,287.0375,46.64,,1.04,0.94
Kepler-59 c,1.37,0.18,17.9801235,2012,Primary Transit,Kepler-59,287.0375,46.64,,1.04,0.94
Kepler-590 b,,0.359,5.85296257,2016,Primary Transit,Kepler-590,296.385544,48.233448,986.0,1.1,1.15
Kepler-591 b,,0.302,81.1694299,2016,Primary Transit,Kepler-591,286.024025,48.43177,793.0,0.97,0.94
Kepler-592 b,,0.213,2.82019241,2016,Primary Transit,Kepler-592,285.790685,48.683262,1034.0,1.04,1.04
Kepler-593 b,,0.256,21.21708973,2016,Primary Transit,Kepler-593,294.951451,48.651188,1016.0,1.08,1.1
Kepler-594 b,,0.194,13.64618192,2016,Primary Transit,Kepler-594,288.921586,49.762035,742.0,0.91,0.87
Kepler-595 b,,0.34,25.30292332,2016,Primary Transit,Kepler-595,294.570393,50.673023,639.0,0.87,0.83
Kepler-596 b,,0.309,21.30022655,2016,Primary Transit,Kepler-596,289.500676,51.68573,1083.0,1.21,1.32
Kepler-597 b,,0.211,13.02365861,2016,Primary Transit,Kepler-597,293.470106,39.252808,660.0,0.97,0.95
Kepler-598 b,,0.134,3.70175428,2016,Primary Transit,Kepler-598,293.123423,40.934766,686.0,0.87,0.86
Kepler-599 b,,0.253,15.65562652,2016,Primary Transit,Kepler-599,285.911509,41.069443,627.0,0.83,0.79
Kepler-6 b,0.669,1.323,3.234723,2010,Primary Transit,Kepler-6,296.8375,48.24,,1.209,1.391
Kepler-60 b,0.01317,0.153,7.1316185,2012,Primary Transit,Kepler-60,288.9625,42.265,,1.1,1.5
Kepler-60 c,0.0121,0.17,8.9193459,2012,Primary Transit,Kepler-60,288.9625,42.265,,1.1,1.5
Kepler-60 d,0.0131,0.178,11.9016171,2012,Primary Transit,Kepler-60,288.9625,42.265,,1.1,1.5
Kepler-600 b,,0.259,23.67517607,2016,Primary Transit,Kepler-600,283.833059,41.978649,624.0,0.84,0.81
Kepler-601 b,,0.17,5.37886844,2016,Primary Transit,Kepler-601,282.004612,42.176533,429.0,0.85,0.79
Kepler-602 b,,0.186,15.28469497,2016,Primary Transit,Kepler-602,296.031983,42.141949,971.0,1.08,1.13
Kepler-603 b,,0.236,21.05358596,2016,Primary Transit,Kepler-603,294.280982,42.29097,967.0,1.01,1.01
Kepler-603 c,,0.58,127.9075774,2016,Primary Transit,Kepler-603,294.280982,42.29097,967.0,1.01,1.01
Kepler-603 d,,0.118,6.2171292,2016,Primary Transit,Kepler-603,294.280982,42.29097,967.0,1.01,1.01
Kepler-604 b,,0.231,25.85501786,2016,Primary Transit,Kepler-604,292.316017,42.626255,981.0,1.02,1.03
Kepler-605 b,,0.128,3.38353807,2016,Primary Transit,Kepler-605,287.295436,43.279873,570.0,0.91,0.88
Kepler-605 c,,0.077,2.35895152,2016,Primary Transit,Kepler-605,287.295436,43.279873,570.0,0.91,0.88
Kepler-606 b,,0.295,24.31575992,2016,Primary Transit,Kepler-606,292.427378,44.381268,1208.0,1.13,1.22
Kepler-607 b,,0.078,0.6381632,2016,Primary Transit,Kepler-607,291.057206,44.632381,500.0,0.84,0.8
Kepler-608 b,,0.325,6.41251504,2016,Primary Transit,Kepler-608,293.882931,44.638096,926.0,1.0,1.01
Kepler-609 b,,0.299,6.52121067,2016,Primary Transit,Kepler-609,292.220313,44.700031,1143.0,1.09,1.14
Kepler-61 b,,0.192,59.87756,2012,Primary Transit,Kepler-61,295.3042,42.4753,,0.635,0.62
Kepler-610 b,,0.374,6.99692655,2016,Primary Transit,Kepler-610,293.171343,45.065605,1113.0,1.1,1.13
Kepler-610 c,,0.294,151.86392,2016,Primary Transit,Kepler-610,293.171343,45.065605,1113.0,1.1,1.13
Kepler-611 b,,0.147,2.4370333,2016,Primary Transit,Kepler-611,286.004962,45.480392,906.0,1.01,1.01
Kepler-612 b,,0.253,3.72215641,2016,Primary Transit,Kepler-612,291.354639,45.747898,932.0,0.98,0.96
Kepler-613 b,,0.204,15.77979614,2016,Primary Transit,Kepler-613,282.786824,46.244992,864.0,0.98,0.96
Kepler-614 b,,0.213,14.03491514,2016,Primary Transit,Kepler-614,298.384823,46.276043,571.0,0.85,0.81
Kepler-615 b,,0.155,10.35584657,2016,Primary Transit,Kepler-615,282.450603,46.321404,330.0,0.73,0.69
Kepler-616 b,,0.217,9.99761851,2016,Primary Transit,Kepler-616,294.989131,46.838329,1019.0,0.98,0.97
Kepler-616 c,,0.304,90.4113556,2016,Primary Transit,Kepler-616,294.989131,46.838329,1019.0,0.98,0.97
Kepler-617 b,,0.118,1.68269615,2016,Primary Transit,Kepler-617,283.74071,47.516293,150.0,0.51,0.48
Kepler-618 b,,0.232,3.59576964,2016,Primary Transit,Kepler-618,286.249817,48.06094,1115.0,1.05,1.08
Kepler-619 b,,0.282,5.4042722,2016,Primary Transit,Kepler-619,290.849058,48.416016,1111.0,1.09,1.11
Kepler-619 c,,0.151,1.20846503,2016,Primary Transit,Kepler-619,290.849058,48.416016,1111.0,1.09,1.11
Kepler-62 b,0.028,0.117,5.714932,2013,Primary Transit,Kepler-62,283.2125,45.3499,,0.69,0.63
Kepler-62 c,0.0126,0.048,12.4417,2013,Primary Transit,Kepler-62,283.2125,45.3499,,0.69,0.63
Kepler-62 d,0.044,0.174,18.16406,2013,Primary Transit,Kepler-62,283.2125,45.3499,,0.69,0.63
Kepler-62 e,0.113,0.144,122.3874,2013,Primary Transit,Kepler-62,283.2125,45.3499,,0.69,0.63
Kepler-62 f,0.11,0.126,267.291,2013,Primary Transit,Kepler-62,283.2125,45.3499,,0.69,0.63
Kepler-620 b,,0.296,12.91375431,2016,Primary Transit,Kepler-620,291.159391,51.334866,1241.0,1.15,1.22
Kepler-621 b,,0.205,2.62811375,2016,Primary Transit,Kepler-621,290.927286,39.914145,389.0,0.72,0.68
Kepler-622 b,,0.19,14.28226676,2016,Primary Transit,Kepler-622,284.478472,40.93311,259.0,0.64,0.61
Kepler-623 b,,0.269,9.07097734,2016,Primary Transit,Kepler-623,296.986721,47.47739,811.0,0.9,0.86
Kepler-624 b,,0.206,14.58649607,2016,Primary Transit,Kepler-624,295.193389,39.539677,731.0,1.1,1.18
Kepler-625 b,,0.178,7.75192492,2016,Primary Transit,Kepler-625,292.150459,39.637581,502.0,1.04,0.96
Kepler-625 c,,0.094,4.1653651,2016,Primary Transit,Kepler-625,292.150459,39.637581,502.0,1.04,0.96
Kepler-626 b,,0.204,14.48585199,2016,Primary Transit,Kepler-626,288.698651,39.708288,690.0,1.01,1.05
Kepler-627 b,,0.333,40.6994443,2016,Primary Transit,Kepler-627,292.104279,39.767914,1143.0,1.3,1.49
Kepler-628 b,,0.749,15.4580567,2016,Primary Transit,Kepler-628,290.449257,39.854802,579.0,1.0,1.28
Kepler-629 b,,0.123,7.2385854,2016,Primary Transit,Kepler-629,289.417832,39.945013,383.0,0.93,0.84
Kepler-63 b,,0.545,9.4341505,2013,Primary Transit,TYC 3550-458-1,289.225,49.54819722,200.0,0.984,0.901
Kepler-630 b,,0.284,161.4743937,2016,Primary Transit,Kepler-630,293.427043,39.942437,657.0,1.02,1.04
Kepler-631 b,,0.259,17.97979059,2016,Primary Transit,Kepler-631,296.885757,40.228233,843.0,1.24,1.33
Kepler-632 b,,0.197,30.99660733,2016,Primary Transit,Kepler-632,297.252613,40.288605,349.0,0.91,0.84
Kepler-633 b,,0.145,8.50340718,2016,Primary Transit,Kepler-633,295.217437,40.592251,634.0,1.02,1.15
Kepler-634 b,,0.169,5.16950177,2016,Primary Transit,Kepler-634,291.195065,40.702706,757.0,1.03,1.24
Kepler-635 b,,0.236,23.44971004,2016,Primary Transit,Kepler-635,289.773247,40.800724,826.0,1.33,1.51
Kepler-636 b,,0.397,16.08066115,2016,Primary Transit,Kepler-636,293.591889,41.095161,341.0,0.85,0.8
Kepler-637 b,,0.424,23.20584623,2016,Primary Transit,Kepler-637,292.417233,41.416882,1575.0,1.64,2.56
Kepler-638 b,,0.163,6.07972888,2016,Primary Transit,Kepler-638,284.919429,41.617195,426.0,0.88,0.93
Kepler-639 b,,0.212,10.21420496,2016,Primary Transit,Kepler-639,292.186888,41.727039,680.0,1.14,1.29
Kepler-64 (AB) b,0.53,0.553,138.506,2013,Primary Transit,Kepler-64 (AB),298.2167,39.955,,1.93,1.7
Kepler-640 b,,0.228,22.24813967,2016,Primary Transit,Kepler-640,296.032191,42.13168,538.0,1.01,0.94
Kepler-641 b,,0.165,9.48961571,2016,Primary Transit,Kepler-641,291.823482,42.516216,673.0,1.02,1.13
Kepler-642 b,,0.259,4.41745855,2016,Primary Transit,Kepler-642,293.834559,42.624962,1022.0,1.4,1.66
Kepler-643 b,,0.906,16.33889626,2016,Primary Transit,Kepler-643,290.327325,42.898281,1029.0,1.0,2.52
Kepler-644 b,,0.281,3.1739171,2016,Primary Transit,Kepler-644,295.475743,43.493137,1413.0,1.49,1.81
Kepler-645 b,,0.187,3.27582262,2016,Primary Transit,Kepler-645,290.322766,44.035809,901.0,1.13,1.21
Kepler-646 b,,0.178,15.87364565,2016,Primary Transit,Kepler-646,290.471339,44.387085,513.0,0.93,0.91
Kepler-647 b,,0.104,16.2254649,2016,Primary Transit,Kepler-647,284.788295,44.591675,789.0,1.03,1.07
Kepler-648 b,,0.287,17.4211749,2016,Primary Transit,Kepler-648,283.899655,45.016888,665.0,1.05,0.98
Kepler-649 b,,0.202,29.90722674,2016,Primary Transit,Kepler-649,285.655936,45.079556,525.0,0.97,0.94
Kepler-65 b,,0.1257,2.1549156,2013,Primary Transit,Kepler-65,288.6875,41.1511358333,312.43,1.199,1.399
Kepler-65 c,0.084,0.2294,5.8599408,2013,Primary Transit,Kepler-65,288.6875,41.1511358333,312.43,1.199,1.399
Kepler-65 d,,0.1344,8.131231,2013,Primary Transit,Kepler-65,288.6875,41.1511358333,312.43,1.199,1.399
Kepler-650 b,,0.264,3.03214559,2016,Primary Transit,Kepler-650,289.000875,45.15427,805.0,1.08,1.35
Kepler-651 b,,0.211,21.38521506,2016,Primary Transit,Kepler-651,287.33279,46.2035,537.0,0.92,0.87
Kepler-652 b,,0.222,4.18200253,2016,Primary Transit,Kepler-652,288.00811,46.473557,423.0,0.97,0.88
Kepler-653 b,,0.174,14.70748976,2016,Primary Transit,Kepler-653,282.21293,46.717819,593.0,1.02,1.19
